id,source,target,draft_prediction,refined_prediction
398,Đối tượng và phương pháp: Nghiên cứu mô tả cắt ngang trên 65 tuổi chẩn đoán mắc hội chứng ngừng thở tắc nghẽn khi ngủ được điều trị tại Bệnh viện Bạch Mai từ năm 9/2020 đến năm 7/2021.,"Methods: Forty-five patients who suffer from obstructive sleep apnea syndrome aged more than 65 years old agreed to participate in our study and performed polysomnography, from 9/2020 to 7/2021.",Đối tượng và phương pháp: Nghiên cứu mô tả cắt ngang trên 65 tuổi chẩn đoán mắc hội chứng ngừng thở tắc nghẽn khi ngủ được điều trị tại Bệnh viện Bạch Mai từ năm 9/2020 đến năm 7/2021.,Subject and method: A cross-sectional descriptive study on 65 patients diagnosed with obstructive sleepapnea treated at Bach Mai Hospital from September 2020 to July 2021.
399,Triệu chứng ban đêm gặp nhiều nhất là ngáy to khi ngủ chiếm 92.5% và thức giấc nhiều lần trong đêm chiếm 75%.,"The most common nocturnal symptom is loud snoring when sleeping, reach to 92.5%, and waking up many times during the night, reach to 75%.",Triệu chứng ban đêm gặp nhiều nhất là ngáy to khi ngủ chiếm 92.5% và thức giấc nhiều lần trong đêm chiếm 75%.,The most common nocturnal symptoms were loud snoring accounted for 92.5% and frequent awakenings during the night accounted for 75%.
400,Có tới 97.6% số bệnh nhân có Mallampati độ 3-4 (n= 42).,97.6% of patients had Mallampati grade 3 - 4 (n=42) with an average apnea index of both sexes of 32.63 (n=45).,Có tới 97.6% số bệnh nhân có Mallampati độ 3-4 (n= 42).,Up to 97.6% of patients had Mallampati grade 3-4 (n=42).
401,"Chỉ số ngưng giảm thở trung bình cả hai giới là 32.63 (n= 45), trong đó 73.3% số bệnh nhân có AHI từ trung bình – nặng.",Of which 73.3% of patients have moderate to severe AHI.,"Chỉ số ngưng thở trung bình cả hai giới là 32.63 (n= 45), trong đó 73.3% số bệnh nhân có AHI từ trung bình-nặng.","The average apnea-hypopnea index was 32.63 (n=45), of which 73.3% of patients had moderate to severe AHI."
402,Bệnh nhân mắc hội chứng ngừng thở khi ngủ tắc nghẽn có có điểm Epworth > 10 và triệu chứng đau đầu buổi sáng chỉ chiếm tỉ lệ 20% trong tổng số 40 bệnh nhân.,Patients with obstructive sleep apnea syndrome have Epworth score > 10 and morning headache symptoms only accounted for 20% (n=40).,Bệnh nhân mắc hội chứng ngưng thở khi ngủ tắc nghẽn có điểm Epworth > 10 và triệu chứng đau đầu buổi sáng chỉ chiếm tỉ lệ 20% trong tổng số 40 bệnh nhân.,Patients with obstructive sleepapnea had Epworth score > 10 and morning headache accounted for only 20% of the total of 40 patients.
403,"Kết luận: Đối tượng người > 65 tuổi mắc OSA có biểu hiện buồn ngủ ngày, hay đau đầu, khó chịu vào buổi sáng thấp.","Conclusion: Subjects over 65 years of age with OSA presented with daytime drowsiness, headache, and low morning irritability.","Kết luận: Đối tượng người > 65 tuổi mắc OSA có biểu hiện buồn ngủ ngày, hay đau đầu, khó chịu vào buổi sáng thấp.","Conclusion: Patients over 65 years of age with OSA had daytime sleepiness, headache, and lowmorning irritability."
404,Ngủ ngáy là triệu chứng ban đêm gặp nhiều nhất ở bệnh nhân trên 65 tuổi có ngừng thở tắc nghẽn với chỉ số AHI từ trung bình đền nặng.,Snoring is the most common nocturnal symptom in patients over 65 years of age with obstructive sleep apnea with moderate to severe AHI.,Ngủ ngáy là triệu chứng ban đêm gặp nhiều nhất ở bệnh nhân trên 65 tuổi có ngừng thở tắc nghẽn với chỉ số AHI từ trung bình đến nặng.,Snoring is the most common nocturnal symptom in patients over 65 years of age with obstructive apnea with AHI from moderate to severe.
405,Động lực làm việc của điều dưỡng lâm sàng và một số yếu tố ảnh hưởng tại Bệnh viện Đa khoa Tây Ninh năm 2019,Work motivation of clinical nursing and associated factors at Tay Ninh general hospital in 2019,Motivation of clinical nurses and some influencing factors at Tay Ninh general hospital in 2019,Motivation of clinical nurses and some influencing factors at Tay Ninh general hospital in 2019
406,"Ung thư đại tràng là một bệnh lý hay gặp ở Việt Nam, đứng hàng thứ hai sau ung thư dạ dày trong ung thư đường tiêu hoá.","Colon cancer is a common disease in Vietnam, ranking second after gastric cancer in gastrointestinal cancers.","Ung thư đại tràng là một bệnh lý hay gặp ở Việt Nam, đứng hàng thứ hai sau ung thư dạ dày trong ung thư đường tiêu hoá.","Colorectal cancer is a common disease in Vietnam, second only to gastric cancer in gastrointestinal cancer."
407,"Thời gian phẫu thuật trung bình: 168,7 ± 31,4 phút, thời gian nằm viện sau mổ trung bình: 10,8 ± 4,9 ngày.",The mean operativetime was 168.7 ± 31.4 minutes. The mean duration of hospitalization was 10.8 ± 4.9 days.,"Thời gian phẫu thuật trung bình: 168.7 +/- 31.4 phút, thời gian nằm viện sau mổ trung bình: 10.8 +/- 4.9 ngày.","Mean operative time: 168.7 +/- 31.4 minutes, mean postoperative hospital stay: 10.8 +/- 4.9 days."
408,"Phẫu thuật nội soi điều trị ung thư đại tràng là một phương pháp hiệu quả, an toàn, tỉ lệ tai biến và biến chứng sau mổ ít.",Conclusion: Laparoscopic surgery for colon cancer is a safe and effective surgical technique with less postoperative pain and a low rate of postoperative complications.,"Phẫu thuật nội soi điều trị ung thư đại tràng là một phương pháp hiệu quả, an toàn, tỉ lệ tai biến và biến chứng sau mổ ít.","Laparoscopic surgery for colorectal cancer is an effective, safe method with a lowrate of postoperative complications."
409,Điều trị ung thư đại tràng chủ yếu là phẫu thuật cắt đoạn đại tràng mang theo khối u kèm hạch và hoá chất bỗ trợ.,Treatment of colon cancer is mainly based on surgery to excise the colon with tumor and adjuvant chemotherapy.,Điều trị ung thư đại tràng chủ yếu là phẫu thuật cắt đoạn đại tràng mang theo khối u kèm hạch và hoá chất bỗ trợ.,Treatment of colon cancer is mainly surgical resection of the colon with tumor and lymphnodes and adjuvant chemotherapy.
410,Phẫu thuật nội soi điều trị ung thư đại tràng mang lại nhiều hiệu quả và ngày càng được ứng dụng rộng rãi.,Laparoscopic surgery for colon cancer increasingly shows its effectiveness and is widely used.,Phẫu thuật nội soi điều trị ung thư đại tràng mang lại nhiều hiệu quả và ngày càng được ứng dụng rộng rãi.,Laparoscopic surgery for colorectal cancer brings many benefits and is increasingly widely applied.
411,"Nghiên cứu tiến cứu, lâm sàng mô tả 35 bệnh nhân được chẩn đoán là ung thư đại tràng được phẫu thuật nội soi tại bệnh viện Trung ương Huế cơ sở 2 từ tháng 1/2019 đến 6/2021.","A prospective, descriptive study was conductedon 35 patients with colon cancer who were treated by laparoscopicsurgery at the Hue Central Hospital - Branch 2 from January 2019 to June 2021.","Nghiên cứu tiến cứu, mô tả 35 bệnh nhân được chẩn đoán là ung thư đại tràng được phẫu thuật nội soi tại bệnh viện Trung ương Huế cơ sở 2 từ tháng 1/2019 đến 6/2021.","A prospective, descriptive study of 35 patients diagnosed with colorectal cancer who underwent laparoscopic surgery at Hue Central Hospital branch 2 from January 2019 to June 2021."
412,"Tuổi trung bình 62,4 ± 17,8 (34 - 82), giới tính nam / nữ: 1,2.",The mean age was 62.4 ± 17.8 (34 - 82); the male / female ratio was 1.2.,"Tuổi trung bình 62.4 +/- 17.8 (34-82), nam/nữ: 1.2.","The average age was 62.4 +/- 17.8 (34-82), male/female: 1.2."
413,"Vị trí u bao gồm: u đại tràng phải chiếm 31,4%, đại tràng ngang 11,5%, đại tràng trái 25,7%, đại tràng sigma 31,4%.",The sites of cancer were: right colon 31.4%; transverse colon 11.5%; left colon 25.7%; sigma colon 31.4%.,"Vị trí u gồm: đại tràng phải chiếm 31.4%, đại tràng ngang 11.5%, đại tràng trái 25.7%, đại tràng sigma 31.4%.","Location of tumors: rightcolon 31.4%, transverse colon 11.5%, leftcolon 25.7%, sigmoid colon 31.4%."
414,"Hình ảnh quan sát qua nội soi đại tràng thể sùi chiếm tỷ lệ cao nhất 82,9%.",Protrusive tumors were accounted for 82.9% by diagnostic colonoscopy.,Hình ảnh quan sát qua nội soi đại tràng thể sùi chiếm tỷ lệ cao nhất 82.9%.,The image observed through colonoscopy with polypoid lesions accounted for the highest rate of 82.9%.
415,"Nồng độ CEA tăng trước mổ chiếm 42,9%.",Elevation of CEA serum level wasfound in 42.9% preoperatively.,Nồng độ CEA tăng trước mổ chiếm 42.9%.,CEA increased before surgery accounted for 42.9%.
416,"Theo TNM u tập trung ở giai đoạn II, III chiếm tỉ lệ cao nhất 80%.",TNM stage of II and III were the most 80%.,"Theo TNM u tập trung ở giai đoạn II, III chiếm tỉ lệ cao nhất 80%.","According to TNM, the tumor is mainly in stage II, III, accounting for the highest rate of 80%."
417,Nghiên cứu đặc điểm huyết học và đột biến gen beta globin của người mang gen beta thalassemia tại Viện Huyết học Truyền máu Trung ương từ năm 2015 đến 2022,Study on hematological characteristics and beta globin gene mutations of beta thalassemia carriers at the National Institute of Hematology and Blood Transfusion from 2015 to 2022,Nghiên cứu đặc điểm huyết học và đột biến gen beta globin của người mang gen beta thalassemia tại Viện Huyết học Truyền máu Trung ương từ năm 2015 đến 2022,"""Study on hematological characteristics and beta globin gene mutations of beta thalassemia carriers at the National Institute of Hematology and Blood Transfusion from 2015 to 2022"""
418,"Đánh giá mối liên quan giữa đa hình nucleotid đơn rs1128503, rs2032582, rs1045642 gen ABCB1 và rs2234918, rs581111, rs529520 gen OPRD1 với liều điều trị methadone thay thế ở bệnh nhân nghiện CDTP.","Evaluation of the association between single nucleotide polymorphisms rs1128503, rs2032582, rs1045642 of the ABCB1 gene and rs2234918, rs581111, rs529520 of the OPRD gene and methadone substitution therapy in patients with opioid addiction.","Đánh giá mối liên quan giữa đa hình nucleotid đơn rs1128503, rs2032582, rs1045642 gen ABCB1 và rs2234918, rs581111, rs529520 gen OPRD1 với liều điều trị methadone thay thế ở bệnh nhân nghiện CDTP.","Evaluate the relationship between single nucleotide polymorphisms rs1128503, rs2032582, rs1045642 in ABCB1 gene and rs2234918, rs581111, rs529520 in OPRD1 gene with methadone dose replacement in opioid addiction patients."
419,Đối tượng và phương pháp nghiên cứu: 400 bệnh nhân nghiện CDTP đang điều trị methadone được xác định các đa hình nucleotid đơn bằng phương pháp giải trình tự gen Sanger trên mẫu bệnh phẩm máu toàn phần.,Material and methods: 400 opiate-addicted patients receiving methadone treatment were identified for single nucleotide polymorphisms by Sanger gene sequencing.,Đối tượng và phương pháp nghiên cứu: 400 bệnh nhân nghiện CDTP đang điều trị methadone được xác định các đa hình nucleotid đơn bằng phương pháp giải trình tự gen Sanger trên mẫu bệnh phẩm máu toàn phần.,Subjects and research methods: 400 methadone maintenance treatment patients were identified single nucleotide polymorphisms by Sanger sequencing method on wholeblood samples.
420,"Kết quả: Các cá thể mang kiểu gen CT của đa hình nucleotid đơn rs1045642 gen ABCB1 yêu cầu sử dụng nhóm liều cao (≥ 90 mg / ngày) cao hơn kiểu gen CC là 1,59 lần (p= 0.03, OR = 1,59).","Results: Individuals carrying CT genotype of single nucleotide polymorphism rs1045642 of the ABCB1 gene required high dose group (≥ 90mg / day) 1.59 times higher than CC genotype (OR=1, 59, p=0.03).","Kết quả: Các cá thể mang kiểu gen CT của đa hình nucleotid đơn rs1045642 gen ABCB1 yêu cầu sử dụng nhóm liều cao (≥ 90 mg/ngày) cao hơn kiểu gen CC là 1.59 lần (p= 0.03, OR = 1.59).","Results: Individuals carrying the CT genotype of the single nucleotide polymorphism rs1045642 in the ABCB1 gene required higher doses (≥ 90 mg/day) thanthose with the CC genotype by 1.59 times (p=0.03, OR=1.59)."
421,"Các cá thể mang kiểu gen CC đa hình nucleotid đơn rs2234918 gen OPRD1 yêu cầu điều trị nhóm liều cao (≥ 90 mg / ngày) cao hơn kiểu gen TT là 2 lần (p= 0.049, OR = 2).","For the single nucleotide polymorphism rs2234918 of the OPRD1 gene, individuals carrying the CC genotype required high-dose group therapy (≥ 90mg / day) has higher 2 times more than TT genotype (OR = 2, p=0.049).","Các cá thể mang kiểu gen CC đa hình nucleotid đơn rs2234918 gen OPRD1 yêu cầu điều trị nhóm liều cao (≥ 90 mg/ngày) cao hơn kiểu gen TT là 2 lần (p= 0.049, OR = 2).","Individuals carrying the CC genotype of the rs2234918 single nucleotide polymorphism of the OPRD1 gene require higher doses of methadone (≥ 90 mg/day) thanthose with the TT genotype (p = 0.049, OR = 2)."
422,"Các cá thể mang kiểu gen CT – CC (rs 1045642 gen ABCB1 - rs2234918 gen OPRD 1) yêu cầu điều trị nhóm liều cao (≥ 90 mg / ngày) cao hơn kiểu gen đồng hợp thể hoang dại CC - TT là 4,00 lần (p= 0.02, OR = 4,00).","Individuals carrying the CT-CC genotype (rs1045642 ABCB1 gene - rs2234918 OPRD1 gene) requiring high dose group treatment (≥ 90mg / day) has higher 4, 00 times more than wild-type CC - TT genotype (OR = 4, 00, p=0.02).","Các cá thể mang kiểu gen CT-CC (rs1045642 gen ABCB1-rs2234918 gen OPRD1) yêu cầu điều trị nhóm liều cao (≥ 90 mg/ngày) cao hơn kiểu gen đồng hợp thể hoang dại CC-TT là 4.00 lần (p= 0.02, OR = 4.00).","Individuals carrying the CT-CC genotype (rs1045642 gen ABCB1-rs2234918 gen OPRD1) required higher doses (≥ 90 mg/day) thanthose with the wild-type genotype CC-TT by 4.00 times (p=0.02, OR=4.00)."
423,"Kết luận: Có mối liên quan giữa biến thể di truyền của đa hình nucleotid đơn rs2032582 gen ABCB1, rs2234918 gen OPRD1 với liều điều trị methadone thay thế ở bệnh nhân nghiện CDTP.",Conclusion: There is an association between genetic variant of single nucleotide polymorphism rs2032582 of the ABCB1 gene and rs2234918 of the OPRD1 gene and methadone substitution therapy in patients with opioid addiction.,"Kết luận: Có mối liên quan giữa biến thể di truyền của đa hình nucleotid đơn rs2032582 gen ABCB1, rs2234918 gen OPRD1 với liều điều trị methadone thay thế ở bệnh nhân nghiện CDTP.","Conclusion: There is a relationship between genetic variants of single nucleotide polymorphisms rs2032582 gene ABCB1, rs2234918 gene OPRD1 with methadone dose replacement in patients with opioid addiction."
424,Nhiễm trùng huyết cấy máu dương tính ở bệnh nhân mắc Covid-19,Positive blood culture sepsis in covid-19 patients,Nhiễm trùng huyết cấy máu dương tính ở bệnh nhân mắc Covid-19,Sepsis with positive blood culture in Covid-19 patients
425,"Bệnh ung thư da ngày càng có xu hướng gia tăng, trong hàng loạt các tác nhân gây biến đổi làm rối loạn phân bào, tăng sinh không giới hạn và rối loạn biệt hoá tế bào thì cơ thể cũng có những cơ chế bảo vệ chống lại sự rối loạn đó.","Skin cancers are increasingly on the rise with a series of change agents disrupting cell division inducing unlimited proliferation and cell differentiation disorders; however, the body has mechanisms to protect against skin cancer.","Ung thư da ngày càng có xu hướng gia tăng, trong hàng loạt các tác nhân gây biến đổi làm rối loạn phân bào, tăng sinh không giới hạn và rối loạn biệt hoá tế bào thì cơ thể cũng có những cơ chế bảo vệ chống lại sự rối loạn đó.","Skin cancer is increasingly increasing, in a series of agents causing mutations that disturb mitosis, unlimited proliferation and dysregulation of cell differentiation, the bodyalso has protective mechanisms against that disorder."
426,Một trong các yếu tố đó chính là protein p53 do gen TP53 mã hoá.,One of the main factors is P53 protein encoded by the TP53 gene.,Một trong các yếu tố đó chính là protein p53 do gen TP53 mã hoá.,One of these factors is the protein p53 encoded by the TP53 gene.
427,"Khi gen này bị đột biến, làm mất chức năng các tế bào ung thư dễ dàng xuất hiện và phát triển.","When this gene is mutated, there is loss of function triggering tumor cells development.","Khi gen này bị đột biến, làm mất chức năng các tế bào ung thư dễ dàng xuất hiện và phát triển.","When this gene is mutated, itloses the function of cancer cells and easily appears and develops."
428,Nghiên cứu đột biến gen TP53 trong mô ung thư da sẽ góp phần tìm hiểu cơ chế gây ung thư và giúp các nhà lâm sàng tìm ra được phương pháp điều trị đặc biệt là liệu pháp xạ trị.,Research of TP53 gene mutations in skin cancer tissue will contribute to understanding the mechanism causing cancer and support clinicians to plan for treatments especially radiotherapy.,Nghiên cứu đột biến gen TP53 trong mô ung thư da sẽ góp phần tìm hiểu cơ chế gây ung thư và giúp các nhà lâm sàng tìm ra được phương pháp điều trị đặc biệt là liệu pháp xạ trị.,"The study of TP53 gene mutations in skin cancer tissue will contribute to understanding the mechanism of cancer and help clinicians findout a special treatment method, especially radiation therapy."
429,"Bằng phương pháp giải trình tự gen 63 bệnh nhân ung thư da chúng tôi đã xác định được đột biến ở các đoạn exon chiếm tỷ lệ 27,0%, biến đổi ở các đoạn intron chiếm tỷ lệ 95,2%.","By gene sequencing of skin cancer of 63 patients initially, we identified mutation in gene TP53 in different forms; mutation in the exons held 27%, transformation in the intron segments accounted for 95.2%.","Bằng phương pháp giải trình tự gen 63 bệnh nhân ung thư da chúng tôi đã xác định được đột biến ở các đoạn exon chiếm tỷ lệ 27.0%, biến đổi ở các đoạn intron chiếm tỷ lệ 95.2%.","By sequencing method 63 patients with skin cancer, we identified mutations in exons accounted for 27.0%, introns mutations accounted for 95.2%."
430,Có 52 vị trí biến đổi trên gen TP53 trong đó có 10 đột biến ở các đoạn exon và 42 biến đổi ở các đoạn intron.,"We identified 52 transformation positions in gene TP53, of which 10 mutations were found in the exons and 42 changes in the intron segments.",Có 52 vị trí biến đổi trên gen TP53 trong đó có 10 đột biến ở các đoạn exon và 42 biến đổi ở các đoạn intron.,"There are 52 positions of TP53 gene mutations, including 10 mutations in exons and 42 mutations in introns."
431,"Chi phí trực tiếp dành cho điều trị nội trú của người bệnh đột quỵ nhồi máu não tại Trung tâm Thần kinh Bệnh viện Bạch Mai, năm 2021","Direct costs for inpatient treatment of patients with ischemic stroke at neurology center Bach Mai hospital, in 2021","Chi phí trực tiếp dành cho điều trị nội trú của người bệnh đột quỵ nhồi máu não tại Trung tâm Thần kinh Bệnh viện Bạch Mai, năm 2021","""The direct cost of inpatient treatment for ischemic stroke patients at the Neurology Center of Bach Mai Hospital in 2021"""
432,Loãng xương là một bệnh thường gặp ở người lớn tuổi.,Osteoporosis is a common disease in the elderly.,Loãng xương là một bệnh thường gặp ở người lớn tuổi.,Osteoporosis is a common disease in the elderly.
433,Kết luận: Cần đo mật độ xương thường quy cho phụ nữ có độ tuổi từ 60 để xác định tình trạng loãng xương.,Conclusion: Bone density should be routinely measured in women over the age of 60 to determine osteoporosis.,Kết luận: Cần đo mật độ xương thường quy cho phụ nữ có tuổi từ 60 để xác định tình trạng loãng xương.,Conclusion: It is necessary to measure bone density regularly for womenaged 60 to determine osteoporosis.
434,Nhiều nghiên cứu cho thấy phụ nữ từ 60 tuổi trở lên có khoảng 20% mắc chứng loãng xương và ở đàn ông cùng độ tuổi trên thì tỷ lệ mắc là khoảng 10%.,"Many studies show that women aged 60 years or more, about 20% osteoporosis and in men the same age on the incidence is about 10%.","Many studies show that womenaged 60 and older have about 20% osteoporosis and in men of the sameage, the rate is about 10%.","Many studies show that womenaged 60 and older have about 20% osteoporosis and in men of the sameage, the rate is about 10%."
435,"Loãng xương là một căn bệnh âm thầm, ít được người bệnh quan tâm nhưng tiến tới hậu quả nghiêm trọng là gãy xương.","Osteoporosis is a silent disease, patients are less interested but progress to serious consequences as fractures, fracture location is common femoral neck and spine.","Loãng xương là một căn bệnh âm thầm, ít được người bệnh quan tâm nhưng tiến tới hậu quả nghiêm trọng là gãy xương.","Osteoporosis is a silent disease, less concerned by patients, but leading to serious consequences such as fractures."
436,"Để chẩn đoán loãng xương, hiện nay đo mật độ xương bằng phương pháp đo hấp phụ năng lượng tia X kép (DEXA) được xem là phương pháp chuẩn.","Currently, to diagnose osteoporosis, measurements of bone mineral density measurements by adsorption dual energy xrays are considered the standard method.","Để chẩn đoán loãng xương, hiện nay đo mật độ xương bằng phương pháp đo hấp phụ năng lượng tia X kép (DEXA) được xem là phương pháp chuẩn.","To diagnose osteoporosis, currently measuring bone density by dual-energy X-ray absorptiometry (DEXA) is considered the standard method."
437,Phương pháp nghiên cứu: Mô tả cắt ngang.,Methodology: A cross-sectional study.,Phương pháp nghiên cứu: Mô tả cắt ngang.,Research method: Cross-sectional description.
438,Phân tích mật độ xương được đo bằng phương pháp DEXA của phụ nữ từ 40 tuổi đến đo mật độ xương tại Bệnh viện Trung ương Huế.,Conducting research on bone mineral density by DEXA method of women aged 40 to measure bone mineral density at the Hue Central Hospital.,Phân tích mật độ xương được đo bằng phương pháp DEXA của phụ nữ từ 40 tuổi đến đo mật độ xương tại Bệnh viện Trung ương Huế.,Bone density analysis was measured by DEXA method of women from 40 yearsold to measure bone density at Hue Central Hospital.
439,Kết quả điều trị xuất huyết tiêu hoá do giãn tĩnh mạch phình vị bằng kỹ thuật PARTO,Plug-assisted retrograde transvenous obliteration for the treatment of gastric variceal hemorrhage,Kết quả điều trị xuất huyết tiêu hoá do giãn tĩnh mạch phình vị bằng kỹ thuật PARTO,Results of treatment of variceal bleeding due to gastric varices by PARTO procedure
440,"Khảo sát đặc điểm lâm sàng, cận lâm sàng và mối liên quan giữa tổn thương mạch máu ngoại vi và tăng áp lực động mạch phổi ở bệnh nhân xơ cứng bì hệ thống.","This research was performed to investigate the clinical, subclinical features and correlation of peripheral vascular disease and pulmonary arterial hypertension in patients with systemic sclerosis.","Khảo sát đặc điểm lâm sàng, cận lâm sàng và mối liên quan giữa tổn thương mạch máu ngoại vi và tăng áp lực động mạch phổi ở bệnh nhân xơ cứng bì hệ thống.","""Survey on clinical, paraclinical characteristics and relationship between peripheral vascular lesions and pulmonary hypertension in patients with systemic sclerosis."""
441,Áp lực động mạch phổi tâm thu tăng vừa và phần lớn bệnh nhân chỉ có triệu chứng nhẹ.,Systolic pulmonary artery pressure was not too elevated and most patients had only mild symptoms.,Áp lực động mạch phổi tâm thu tăng vừa và phần lớn bệnh nhân chỉ có triệu chứng nhẹ.,Systolic pulmonary artery pressure increased moderately and most patients had mild symptoms.
442,Không có mối liên quan giữa tăng áp lực động mạch phổi và tổn thương mạch máu ngoại vi.,There was no correlation between pulmonary arterial hypertension and peripheral vascular diseases.,Không có mối liên quan giữa tăng áp động mạch phổi và tổn thương mạch máu ngoại vi.,There was no relationship between pulmonary hypertension and peripheral vascular lesions.
443,Nghiên cứu mô tả cắt ngang trên 71 bệnh nhân xơ cứng bì hệ thống.,This was a cross-sectional study of 71 patients with systemic sclerosis.,Nghiên cứu mô tả cắt ngang trên 71 bệnh nhân xơ cứng bì hệ thống.,A cross-sectional descriptive study on 71 patients with systemic sclerosis.
444,"100% bệnh nhân có tổn thương mao mạch nền móng trên dermoscopy và đa số là giai đoạn sớm chiếm 47,9%; tổng điểm capillaroscopy là 3,3 ± 1,2 điểm.","100% of patients had nailfold microvascular impairment on capillaroscopy and most were in the early stage, accounting for 47.9%; the total capillaroscopy score was 3.3 ± 1.2.",100% bệnh nhân có tổn thương mao mạch nền móng trên dermoscopy và đa số là giai đoạn sớm chiếm 47.9%; tổng điểm capillaroscopy là 3.3 +/- 1.2 điểm.,"100% of patients had nailbed capillary damage on dermoscopy and most of them were in the earlystage, accounting for 47.9%; the total capillaroscopy score was 3.3 +/- 1.2 points."
445,"98,6% bệnh nhân có hiện tượng Raynaud, thời gian xuất hiện hiện tượng Raynaud trung bình là 38,0 ± 37,2 tháng và điểm tình trạng hiện tượng Raynaud trung bình là 3,9 ± 1,5 điểm; 6 bệnh nhân chiếm 8,5% có loét ngón đang hoạt động; số lượng sẹo rỗ đầu ngón trung bình là 1,1 ± 1,4.",98.6% of patients had Raynaud's phenomenon and the average process duration of Raynaud's phenomenon was 38.0 ± 37.2 months and the average Raynaud's condition score was 3.9 ± 1.5 points; 6 patients accounting for 8.5% had active digital ulcers; the average quantity of digital pitting scars was 1.1 ± 1.4.,"98.6% bệnh nhân có hiện tượng Raynaud, thời gian xuất hiện hiện tượng Raynaud trung bình là 38.0 +/- 37.2 tháng và điểm tình trạng hiện tượng Raynaud trung bình là 3.9 +/- 1.5 điểm; 6 bệnh nhân chiếm 8.5% có loét ngón đang hoạt động; số lượng sẹo rỗ đầu ngón trung bình là 1.1 +/- 1.4.","98.6% of patients had Raynaud phenomenon, the average time of appearance of Raynaud phenomenon was 38.0 +/- 37.2 months and the average score of Raynaud phenomenon was 3.9 +/- 1.5 points; 6 patients accounted for 8.5% had active finger ulcers; the average number of pitting scars on the fingertips was 1.1 +/- 1.4."
446,"Áp lực động mạch phổi tâm thu trung bình là 40,2 ± 5,1 mmHg.",The mean systolic pulmonary artery pressure was 40.2 ± 5.1 mmHg.,Áp lực động mạch phổi trung bình là 40.2 +/- 5.1 mmHg.,Mean pulmonary artery pressure was 40.2 +/- 5.1 mmHg.
447,"Phần lớn bệnh nhân có phân loại chức năng theo Tổ chức Y tế Thế giới (WHO) thuộc nhóm II chiếm 53,5%.","The majority of patients with WHO functional classification belonged to group II, accounting for 53.5%.",Phần lớn bệnh nhân có phân loại chức năng theo Tổ chức Y tế Thế giới (WHO) thuộc nhóm II chiếm 53.5%.,"The majority of patients had WHO functional classification group II, accounting for 53.5%."
448,"Giá trị trung bình phân loại chức năng WHO là 2,0 ± 0,7.",The WHO functional classification mean was 2.0 ± 0.7.,Giá trị trung bình phân loại chức năng WHO là 2.0 +/- 0.7.,The average value of WHO functional classification was 2.0 +/- 0.7.
449,"Không có mối liên quan giữa giá trị áp lực động mạch phổi với điểm RCS, số lượng loét ngón hoạt động và điểm capillaroscopy bán định lượng giảm số lượng mao mạch với p > 0,05.","There was no correlation between pulmonary arterial pressure value and RCS, number of active digital ulcers and semi-quantitative nailfold capillaroscopic score of loss of capillaries with p>0.05.","Không có mối liên quan giữa giá trị áp lực động mạch phổi với điểm RCS, số lượng loét ngón hoạt động và điểm capillaroscopy bán định lượng giảm số lượng mao mạch với p > 0.05.","There was no relationship between the value of pulmonary artery pressure with the RCS score, the number of active finger ulcers and the semi-quantitative capillaroscopy score with p> 0.05."
450,Tất cả bệnh nhân có tổn thương mạch máu ngoại vi trên cận lâm sàng và hầu hết trong số này biểu hiện triệu chứng lâm sàng.,All patients had peripheral vascular disease on subclinical and nearly all showed clinical symptoms.,Tất cả bệnh nhân có tổn thương mạch máu ngoại vi trên cận lâm sàng và hầu hết trong số này biểu hiện triệu chứng lâm sàng.,All patients had peripheral vascular lesions on non-clinical tests and most of them had clinical symptoms.
451,Nghiên cứu khả năng truyền đặc điểm đề kháng kháng sinh của probiotic sang vi khuẩn khác trong điều kiện in vitro,Study on transfer of antibiotic-resistance characteristic from probiotics to other bacterial species in vitro,Nghiên cứu khả năng truyền đặc điểm đề kháng kháng sinh của probiotic sang vi khuẩn khác trong điều kiện in vitro,Study the ability to transfer antibiotic resistance characteristics of probiotics to other bacteria in in vitro conditions
452,Nhóm máu chỉ được khẳng định khi kết quả định nhóm của hai phương pháp trên đồng nhất.,ABO blood types are based on two methods (direct and indirect method) at the same time and is only confirmed if having similar results.,Nhóm máu chỉ được khẳng định khi kết quả định nhóm của hai phương pháp trên đồng nhất.,The bloodgroup is only confirmed when the results of the two methods above are consistent.
453,"Trong thực hành lâm sàng, chúng tôi đã gặp một số ca bệnh khó xác định nhóm máu.","In clinical practice, we recorded some difficult cases of blood group determination.","Trong thực hành lâm sàng, chúng tôi đã gặp một số ca bệnh khó xác định nhóm máu.","In clinical practice, we have encountered somedifficult cases of bloodgroup identification."
454,"Trường hợp dưới đây, để xác định nhóm máu hệ ABO chúng tôi đã sử dụng nhiều kỹ thuật hỗ trợ như hấp phụ kháng thể ở nhiệt độ lạnh kết hợp phân tích phả hệ.","In the following case, we used many supporting techniques such as antibody adsorption in cold temperature and pedigree analysis in order to determine ABO blood group.","In this case, to determine the ABO bloodgroup system, weusedmany supporting techniques such as cold agglutinin adsorption combined with phylogenetic analysis.","In this case, to determine the ABO bloodgroup system, weusedmany supporting techniques such as cold agglutinin adsorption combined with phylogenetic analysis."
